score	repo	issue	source	author	url	title	context
-18	notnotmelon/factorissimo-2-notnotmelon	188	issue-body	mathlover3	https://github.com/user-attachments/files/19657900/factorio-current.log	copying a building doesnt copy the stuff inside	 i get reqrson 2 i hope you can fix this quickly **Save file & log** Attach your save file and `factorio-current.log` file. [second modded.zip](https://github.com/user-attachments/files/19657898/second.modded.zip) [factorio-current.log](https://github.com/user-attachments/files/19657900/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	193	issue-body	SGZ-Creations	https://github.com/user-attachments/files/19849255/factorio-current.log	Crash on load	/assets/d1859901-ef9f-4e90-9f0a-1d0eaf98fce3) **Additional context** Also reported on Earendel's discord ![Image](https://github.com/user-attachments/assets/3a30b1e6-ef98-4dad-9ce4-7b2c228f4339) **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/19849255/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	194	issue-body	Jan-x-Jan	https://github.com/user-attachments/files/19892487/factorio-current.log	Cerys compatibility issue,	rhvPfCqB97neSqmPLfD2jRtfWqDqTtTdEh6zy9rZSgBq89Z6cNMuS7uDoKjIYlh07DUaGZMZIY4754tueeWWQcCRg8QMb4cg3OPZXaMt9vzh0V8zBNEow9deyRfe+JAx/leIpjfqJWRvOKYM0y5gNFw+V4a3sXqO/sL7Iag4w+36bbHkzzHeVfKthQO5PetEK6vonJzf/Dz6B49u2tU=<<< [factorio-current.log](https://github.com/user-attachments/files/19892487/factorio-current.log) I have never before used github so for future bug reporting, I will listen to feedback
-18	notnotmelon/factorissimo-2-notnotmelon	195	issue-body	lucianfallen	https://github.com/user-attachments/files/20024005/factorio-current.log	Can't get inside new placed factories	 wanted to get inside the factory ![Image](https://github.com/user-attachments/assets/7399ba05-a80a-42cc-9b50-524ac2008ead) ![Image](https://github.com/user-attachments/assets/8a112016-d613-438b-a8c9-88e3f2021ee3) [factorio-current.log](https://github.com/user-attachments/files/20024005/factorio-current.log) [_autosave1.zip](https://github.com/user-attachments/files/20024009/_autosave1.zip) [_autosave2.zip](https://github.com/user-attachments/files/20024008/_autosave2.zip) [_autosave3.zip](https://github.com/user-attachments/files/20024006/_a
-18	notnotmelon/factorissimo-2-notnotmelon	200	issue-body	RED7201	https://github.com/user-attachments/files/20404884/factorio-current.log	not able to enter the factory after i pick it up and  place it again with something in it	d placeing it back with somthing inside ![Image](https://github.com/user-attachments/assets/7fc74a0c-1b1e-47a3-a754-5d17e148589e) [serversave.zip](https://github.com/user-attachments/files/20404869/serversave.zip) [factorio-current.log](https://github.com/user-attachments/files/20404884/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	203	issue-body	ShadowManu	https://github.com/user-attachments/files/20602273/factorio-current.log	Crash on entity died	ly: https://mods.factorio.com/mod/qol_by_morality https://mods.factorio.com/mod/kry-all-planet-mods https://mods.factorio.com/mod/quantum-fabricator https://mods.factorio.com/mod/EditorExtensions **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/20602273/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	204	issue-body	BlueCroco26	https://github.com/user-attachments/files/20698779/factorio-current.log	Can't get inside in factory factories or place working ones.	* Last save was on factorio version 2.0.23 and factorissimo 3.6.6 **Save file & log** Attach your save file and `factorio-current.log` file. Uploading the save files wont work. Please contact me if you need them :) [factorio-current.log](https://github.com/user-attachments/files/20698779/factorio-current.log)
-18	notnotmelon/factorissimo-2-notnotmelon	206	issue-body	johnlcox	https://github.com/user-attachments/files/20894363/factorio-current.log	Fluid connections stop working	 recheck_factory_connections(f) end end }) ``` **Save file & log** Save file (Too big to attach so I put it here): https://f001.backblazeb2.com/file/leacox-public/solo_bobs_factorissimo2025_3.zip Log: [factorio-current.log](https://github.com/user-attachments/files/20894363/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	217	issue-body	DisarmedSpy	https://github.com/user-attachments/files/21585825/factorio-current.log	Crashes upon picking up building	?' __factorissimo-2-notnotmelon__/lib/events.lua:25: in function <__factorissimo-2-notnotmelon__/lib/events.lua:23> **Save file & log** [Finally.zip](https://github.com/user-attachments/files/21585839/Finally.zip) [factorio-current.log](https://github.com/user-attachments/files/21585825/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	219	issue-body	Nakem86	https://github.com/user-attachments/files/21605171/factorio-current.log	Crash when research is finished	 (Mining productivity 11) and with technology that is researched with constructing certain number of things (electromagnetic science pack). **Save file & log** Attach your save file and `factorio-current.log` file. [factorio-current.log](https://github.com/user-attachments/files/21605171/factorio-current.log) [da.zip](https://github.com/user-attachments/files/21605175/da.zip)
-18	notnotmelon/factorissimo-2-notnotmelon	226	issue-body	LennyTheLing	https://github.com/user-attachments/files/21946194/factorio-current.log	Factorissimo crash on entity died with quantum fabricator	uantum fabricator recently updated to ignore deconstruction planer on factory buildings. Previous issue at https://github.com/notnotmelon/factorissimo-2-notnotmelon/issues/203, solved on 3.8.28 **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/21946194/factorio-current.log) [BugMap.zip](https://github.com/user-attachments/files/21946207/BugMap.zip) 
-18	notnotmelon/factorissimo-2-notnotmelon	228	issue-body	Neb2566	https://github.com/user-attachments/files/21980432/factorio-current.log	Cannot paste blueprint from different game.	Expected behavior** Expected behavior is bot pasting the building as it would when copying and pasting withing the same game. **Screenshots** https://imgur.com/a/KWHTl4F (Error message ingame) **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/21980432/factorio-current.log) [Bugreport.zip](https://github.com/user-attachments/files/21980436/Bugreport.zip) Test blueprint is saved in inventory
-18	notnotmelon/factorissimo-2-notnotmelon	229	issue-body	Metallonality	https://github.com/user-attachments/files/22062872/factorio-current.log	Items from factory chest periodically sent outside	" send them outside **Expected behavior** Items from factory chest stays into a factory **Additional context** Obvious that i'm not playing with ""pure"" factorissimo 3. But earlier i haven't met with such a problem [factorio-current.log](https://github.com/user-attachments/files/22062872/factorio-current.log) [12.zip](https://github.com/user-attachments/files/22062873/12.zip)"
-18	notnotmelon/factorissimo-2-notnotmelon	236	issue-body	Flagran	https://github.com/user-attachments/files/22547043/factorio-current.log	[BUG] Cant Place a Factorissimo Building on a Space Exploration Planet (not Nauvis)	" **Expected behavior** Placing the Building ;) **Screenshots** <img width=""520"" height=""528"" alt=""Image"" src=""https://github.com/user-attachments/assets/74198e5e-5a1f-4157-8d90-1bf346ef13f3"" /> **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/22547043/factorio-current.log) SaveFile on Request "
-18	notnotmelon/factorissimo-2-notnotmelon	241	issue-body	ArhangeL1790	https://github.com/user-attachments/files/22626093/factorio-current.log	Conflict with Bulk Rail Loader 2.0	r popped up on game loading. Failed to load mod. Incompatible with railloader2-patch. **Screenshots** ![Image](https://github.com/user-attachments/assets/400dc337-367c-436c-bc27-2502138e95b4) **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/22626093/factorio-current.log) 
-18	hgschmie/factorio-LogisticTrainNetwork	35	issue-body	Giuzy	https://github.com/user-attachments/files/22754223/factorio-current.log	Issue with Factorio 2.0.69 and SE - LTN 2.4.2 - Stations with the same name	 I am not sure if I am doing something wrong or setting something up incorrectly. I'll try to share the savefile, please just let me know if it's ok: it's quite big (like 205Mb) and I cannot upload it here it seems. [factorio-current.log](https://github.com/user-attachments/files/22754223/factorio-current.log) Savefile: https://1drv.ms/u/c/2727bd721db2bdba/Efym695sJfpDv-5JVHyLeWcB0TTNre4JkTT-vKOaCbNhVA?e=C8oS1n Thanks. Train stuck to wrong station with the same name ![Image](https://github.com/user-attachments/assets/cb5e1541-cf8b-4328-8755-e
-18	notnotmelon/factorissimo-2-notnotmelon	244	issue-body	dbanttari	https://github.com/user-attachments/files/22827857/factorio-current.log	Space Factories can be placed in Space Exploration but space recipes are not selectable	rs to be pressurized - if I switch from my space suit to regular Powered Armor, I don't take suffocation damage that would normally occur when not in my Thruster Suit with Life Support Equipment **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/22827857/factorio-current.log) save file is 76MB - if you need it LMK and i'll toss it into an S3 bucket or something (note to self: krastex38.zip)
-18	notnotmelon/factorissimo-2-notnotmelon	245	issue-body	daz96050	https://github.com/user-attachments/files/22860743/factorio-current.log	Can't exit factory after entering	not exit **To Reproduce** Steps to reproduce the behavior from a new save: **Expected behavior** **Screenshots** **Additional context** **Save file & log** Attach your save file and `factorio-current.log` file. [factorio-current.log](https://github.com/user-attachments/files/22860743/factorio-current.log)
-18	Xman1109/Atomic_Overhaul	77	issue-body	shadowcarl4678	https://github.com/user-attachments/files/22873440/factorio-current.log	[Game Crash]	# Mod Crashed Game ## Your factorio-current.log / error message screenshot [factorio-current.log](https://github.com/user-attachments/files/22873440/factorio-current.log) ``` Failed to load mods: ...pes/addons/space-exploration/recipes/capsule-recipes.lua:32: attempt to concatenate field 'result' (a nil value) stack traceback: ...pes/addons/space-exploration/recipes/capsule-recipes.lua:32: in main chunk 
-18	Quezler/glutenfree	58	issue-body	kkalp77	https://github.com/user-attachments/files/22937957/factorio-current.log	[se-cargo-rocket-construction-helper] Error in silo.lua:53: attempt to index field 'value' (a nil value)	"The ""Space Exploration - cargo rocket construction helper"" crashed in our game with the following event - full log attached. The last autosave of the game is over 180 MB so github will not allow me to attach it. [factorio-current.log](https://github.com/user-attachments/files/22937957/factorio-current.log) ``` 210823.686 Error MainLoop.cpp:1456: Exception at tick 39819000: The mod Space Exploration - cargo rocket construction helper (2.0.1) caused a non-recoverable error. Please report this error to the mod author. Error while running even"
-18	ClaudeMetz/FactoryPlanner	657	issue-body	anonyme7256	https://github.com/user-attachments/files/22986614/factorio-current.log	crash when opening factory.	"f436b2-dc94-4d29-8cda-5dfc5f945764"" /> 3) it crash with the following message <img width=""706"" height=""670"" alt=""Image"" src=""https://github.com/user-attachments/assets/8881aa98-63fd-48e8-aa07-fe0f0cd21ce7"" /> log : [factorio-current.log](https://github.com/user-attachments/files/22986614/factorio-current.log) the save size is 94 Mo so I can't share it here. here a link to the save : https://drive.google.com/file/d/12cwTj7gtY5EoCYgSqLf_bHTrB0TTG_40/view?usp=sharing ### Reproduction _No response_"
-18	ClaudeMetz/FactoryPlanner	657	comment-3418826266	anonyme7256	https://github.com/user-attachments/files/22987025/factorio-current.log	crash when opening factory.	"attachments/assets/937599fe-37db-4dfc-bba3-a87913be4b6f"" /> it crash <img width=""762"" height=""735"" alt=""Image"" src=""https://github.com/user-attachments/assets/652de75c-d133-418f-982c-a0921a088f7d"" /> current log [factorio-current.log](https://github.com/user-attachments/files/22987025/factorio-current.log)"
-18	notnotmelon/factorissimo-2-notnotmelon	250	issue-body	StAlexandre	https://github.com/user-attachments/files/23176865/factorio-current.log	Remote view edit does not work with Space Exploration	chalk it up to something about how SE handles surfaces. **Save file & log** [Space Exploration Creative Test world.zip](https://github.com/user-attachments/files/23176857/Space.Exploration.Creative.Test.world.zip) [factorio-current.log](https://github.com/user-attachments/files/23176865/factorio-current.log)
-18	ClaudeMetz/FactoryPlanner	673	issue-body	maritz	https://github.com/user-attachments/files/23529488/factorio-current.log	Trying to repair old factory floors crashes game	"a:269: in function 'repair' __factoryplanner__/ui/main/production_box.lua:117: in function 'handler' __factoryplanner__/ui/event_handler.lua:173: in function <__factoryplanner__/ui/event_handler.lua:121> ``` Log: [factorio-current.log](https://github.com/user-attachments/files/23529488/factorio-current.log) ### Reproduction 1) Load save file [broken_factory_planer_repair.zip](https://github.com/user-attachments/files/23529570/broken_factory_planer_repair.zip) 2) Open factory planner 3) Click on any of ""Energy Research"", ""New Copper Block"", "
-18	notnotmelon/factorissimo-2-notnotmelon	256	issue-body	vikenemesh	https://github.com/user-attachments/files/23568616/factorio-current.log	"Can not plant Yumako Seeds in Greenhouse on surface ""factory floor 0"" on Gleba: Pressure to low"	"or 0"" in my savegame. **Save file & log** Attach your save file and `factorio-current.log` file. ""<!-- Failed to upload ""Modded Run - Chunkman.zip"" -->"" Savegame is too big, but shouldn't be required to reproduce. [factorio-current.log](https://github.com/user-attachments/files/23568616/factorio-current.log) "
-18	notnotmelon/factorissimo-2-notnotmelon	259	issue-body	Wezflex	https://github.com/user-attachments/files/24003715/factorio-previous.log	"""Space Factory (packed) Cannot Be Placed and stays in cargo forever"""	"alt=""Image"" src=""https://github.com/user-attachments/assets/42c84c37-3066-460c-aded-89d6b95e7585"" /> **Save file & log** <!-- Failed to upload ""2025w3_10.zip"" --> ""I can't upload the save file, it's 43 MB in size."" [factorio-previous.log](https://github.com/user-attachments/files/24003715/factorio-previous.log)"
-18	notnotmelon/factorissimo-2-notnotmelon	262	issue-body	hellishte	https://github.com/user-attachments/files/24356207/factorio-current.log	Crash on building Space Factory 3	"notmelon 3.11.1 **Describe the bug** When placing a Space Factory Building 3 to the space platfrom factorio crashed. **Save file & log** Savefile and log uploaded. <!-- Failed to upload ""AutomateTheWorld.zip"" --> [factorio-current.log](https://github.com/user-attachments/files/24356207/factorio-current.log)"
-18	EarendelDevelopers/factorio-mods	385	issue-body	Nogloon	https://github.com/user-attachments/files/24435879/factorio-current.log	Unable to generate Asteroid belt	"ts orbit, but am unable to generate a surface for the first Calidus asteroid belt. <img width=""518"" height=""551"" alt=""Image"" src=""https://github.com/user-attachments/assets/a2903bb2-1a09-402f-8828-d8c17e81fe7e"" /> [factorio-current.log](https://github.com/user-attachments/files/24435879/factorio-current.log) [Modlist Test World](https://github.com/user-attachments/files/24435949/Modlist.Test.zip)"
-18	notnotmelon/factorissimo-2-notnotmelon	265	issue-body	holtstan	https://github.com/user-attachments/files/24725770/factorio-current.log	When I try to place a Factory the game crashes	"attachments/assets/4988aa9c-94a5-4feb-aa54-82016adca23c"" /> **Additional context** Not that I know of. **Save file & log** [2026 Mega Base.zip](https://github.com/user-attachments/files/24725768/2026.Mega.Base.zip) [factorio-current.log](https://github.com/user-attachments/files/24725770/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please."
-18	notnotmelon/factorissimo-2-notnotmelon	268	issue-body	abcnever	https://github.com/user-attachments/files/24868904/factorio-current.log	This won't work here! This factory building is designed for Factory floor 1. Was instead Nauvis factory floor.	**Save file & log** Attach your save file and `factorio-current.log` file. the save is too big so i uploaded it to my google drive: https://drive.google.com/file/d/1vjkxLhfwbmAmB_EA3MEdLSJ5PfK1JYzT/view?usp=sharing [factorio-current.log](https://github.com/user-attachments/files/24868904/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please.
-18	ClaudeMetz/FactoryPlanner	711	issue-body	EliaValkyr	https://github.com/user-attachments/files/25723200/factorio-current.log	Crash in very complicated SE recipe	d to add a recipe to process a byproduct (contaminated scrap), upon choosing the recipe it immediately crashed. Not sure exactly how to reproduce it since I've been able to process byproducts many times in the past. [factorio-current.log](https://github.com/user-attachments/files/25723200/factorio-current.log) ### Reproduction _No response_
-18	notnotmelon/factorissimo-2-notnotmelon	272	issue-body	WarlordFTW	https://github.com/user-attachments/files/25904661/factorio-current.log	Connection research not respected	rn! **Expected behavior** I expect a valid connection to form only once the tech is researched **Save file & log** [py_gridlocked 1.4.zip](https://github.com/user-attachments/files/25904644/py_gridlocked.1.4.zip) [factorio-current.log](https://github.com/user-attachments/files/25904661/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please.
-18	notnotmelon/factorissimo-2-notnotmelon	273	issue-body	Maxward428	https://github.com/user-attachments/files/26100516/factorio-current.log	Conflict with Everything on Nauvis	 273 in script/factory-buildings.lua as a temporary fix and it seems to work. **Save file & log** [FactorissimoConflictReport.zip](https://github.com/user-attachments/files/26100492/FactorissimoConflictReport.zip) [factorio-current.log](https://github.com/user-attachments/files/26100516/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please.
-18	notnotmelon/factorissimo-2-notnotmelon	274	issue-body	ammesonb	https://github.com/user-attachments/files/26132466/factorio-current.log	Unable to place packed factory on other surfaces	"5ebd"" /> <img width=""850"" height=""375"" alt=""Image"" src=""https://github.com/user-attachments/assets/cd1f5cc8-8e16-4f48-a808-89a89f5e067d"" /> **Save file & log** Attach your save file and `factorio-current.log` file. [factorio-current.log](https://github.com/user-attachments/files/26132466/factorio-current.log) Save file is apparently too large, I added it to my webserver and is accessible [here](https://bammeson.com/K2SE-0.7-Factorissimo-Issue.zip) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve "
-18	notnotmelon/factorissimo-2-notnotmelon	276	issue-body	daniel-hoefer	https://github.com/user-attachments/files/26480871/factorio-current.log	Aquilo factories concrete floor can be removed, revealing Nauvis ocean	"tachments/assets/c40b7eff-3b89-4ec2-8c21-9b4be746f1b2"" /> **Additional context** none **Save file & log** [bugreport-aquilo-floor.zip](https://github.com/user-attachments/files/26480869/bugreport-aquilo-floor.zip) [factorio-current.log](https://github.com/user-attachments/files/26480871/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please."
-18	hgschmie/factorio-LogisticTrainNetwork	60	issue-body	Denarian	https://github.com/user-attachments/files/26987428/factorio-current.log	Temporary stops are only created on the same surface as depo	ork with depot and provider on planet surface 2. create receiver station on orbit 3. place space elevator and connect it to network 4. create request **LTN version** LTN 2.6.0 SE 0.7.54 SE-LTN 0.7.1 **Log file** [factorio-current.log](https://github.com/user-attachments/files/26987428/factorio-current.log) 
-18	notnotmelon/factorissimo-2-notnotmelon	279	issue-body	TakingItCasual	https://github.com/user-attachments/files/28420514/factorio-current.log	Mod recipes disappeared from crafting options.	tech recipes fixes problem, but thought I should still report: `/c game.player.force.reset_technology_effects()` **Save file & log** [nullius1.zip](https://github.com/user-attachments/files/28420497/nullius1.zip) [factorio-current.log](https://github.com/user-attachments/files/28420514/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please.
-18	notnotmelon/factorissimo-2-notnotmelon	282	issue-body	nickmckinnon	https://github.com/user-attachments/files/29579393/factorio-current.log	Crash on rotating underground belt inside factory	text** Save file was not created with Factorissimo enabled. The mod was added about an hour before the crash. **Save file & log** [_autosave1.zip](https://github.com/user-attachments/files/29579387/_autosave1.zip) [factorio-current.log](https://github.com/user-attachments/files/29579393/factorio-current.log) **Help wanted?** - [ ] I am familiar with programming and will submit a pull request to resolve this issue. (Note: Please do not use AI coding tools.) - [X] I need someone else to solve this issue please.
-18	nicholasgower/planet-muluna	419	issue-body	miktol-lab	https://github.com/user-attachments/files/29690142/factorio-current.log	Krastorio 2 Spaced out Research server doesn't accept Exploration tech card recipe on Muluna	"her machines can craft the recipe as of now. **Screenshots** <img width=""1061"" height=""416"" alt=""Image"" src=""https://github.com/user-attachments/assets/17aeeb69-f6fd-4d09-834d-4d3233e82045"" /> **Save file & log** [factorio-current.log](https://github.com/user-attachments/files/29690142/factorio-current.log) <!-- Failed to upload ""k2_spaced_out_24.06.26_2.1.zip"" -->"
-30	nicholasgower/planet-muluna	319	issue-body	Synaiii	https://github.com/user-attachments/files/22959374/factorio-previous.log	Cannot craft Exploration Science on Assembly Machine 3 with Assembly-Reskin mod enabled	le & log** Save won't upload. Log included of the session where we last tried this when it wasn't working; the actual current log is without Assembler-Reskin which fixed the issue. I can add that one too if needed. [factorio-previous.log](https://github.com/user-attachments/files/22959374/factorio-previous.log) 
-43	hgschmie/factorio-LogisticTrainNetwork	67	issue-body	wildd0g	https://www.dropbox.com/scl/fi/q2r123etyb94lpykduukj/factorio-current.log?rlkey=irnghzdj0b432f8biz9zzejel&dl=0	Fluid trains don't make space elevator stops due to fluid_name/fluidIdentifier conflict	5nv93/LTN_no_fluid_space_elevator_example.zip?rlkey=khuw0052mkxpz6ok48iauue6s&dl=0 Just enable the dispatcher, and you will see it. I've also captured the logfile at debug level 9 for that world, having the dispatcher enabled for 1 cycle: https://www.dropbox.com/scl/fi/q2r123etyb94lpykduukj/factorio-current.log?rlkey=irnghzdj0b432f8biz9zzejel&dl=0 **Log file** 
-55	Yafc-CE/yafc-ce	507	issue-body	Edlermordo	https://github.com/user-attachments/files/21559225/mod-list.json	"Space Exploration ""item with same key has already been added"")"	LoadProject() in .\Yafc\Windows\WelcomeScreen.cs:line 355 I did what was requested in the App before reporting, as well as the stuff that was requested on Github. Heres my mod list: Factorio says all mods are up to date: [mod-list.json](https://github.com/user-attachments/files/21559225/mod-list.json) Heres the gamesave as requested: [New Game.zip](https://github.com/user-attachments/files/21559231/New.Game.zip) If something misses I will try to add it as soon as possible. Thanks for your help in extend ^^ 
-55	EarendelDevelopers/factorio-mods	369	issue-body	klovok	https://github.com/user-attachments/files/22521906/mod-list.json	Error while running event space-exploration::on_gui_opened	[mod-list.json](https://github.com/user-attachments/files/22521906/mod-list.json) Got this crash today on Dedicated Server (Running Debian 12 - Factorio 2.0.66 (build 83840, linux64, headless, space-age)), which I thought was just a fluke with using Wi-Fi to connect to server. Wanted to report this just incase, but I h
-55	EarendelDevelopers/factorio-mods	387	issue-body	StAlexandre	https://github.com/user-attachments/files/25063068/mod-list.json	Space Exploration Utility Science textures default to base game yellow when in item form on belts or on ground	" ground. Factorio Space Exploration v0.7.42 graphics v0.7.5 graphics 2-5 v0.7.2 <img width=""488"" height=""468"" alt=""Image"" src=""https://github.com/user-attachments/assets/5bda7903-5535-4c90-a175-d7547505de3a"" /> Mod List: [mod-list.json](https://github.com/user-attachments/files/25063068/mod-list.json) Test world: [Space Exploration Creative Test world.zip](https://github.com/user-attachments/files/25063059/Space.Exploration.Creative.Test.world.zip)"
-55	DanielKote/Foreman2	154	comment-4364513596	oprmcov	https://github.com/user-attachments/files/27307146/mod-list.json	"Foreman2 fails to export when importing a large number of mods (~140) with error: ""possible mod conflict detected"""	"[mod-list.json](https://github.com/user-attachments/files/27307146/mod-list.json) <img width=""478"" height=""172"" alt=""Image"" src=""https://github.com/user-attachments/assets/5dc6c1b2-a706-4100-9cfb-9cc1594687cc"" />"
