branch	path	size	target_hits	stage_hits	priority_path
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_crash_site_0.3.2_b_2018-07-07_index.html_c4b9df1ea226.html	16993	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_creation_of_adam_2018-04-29_index.html_f7d9b171afd2.html	16923	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_danger_ore_b_2018-07-09_index.html_9e932b2a1eaa.html	16863	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_dna_2018-04-26_index.html_c41a27d78c1f.html	16780	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_factory_2018-05-14_index.html_549658f4a0c0.html	16788	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_fish_islands_2018-05-09_index.html_15126080bd48.html	16903	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_fractal_balls_2018-06-24_index.html_733213a137d3.html	16890	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_fruit_loops_2018-04-22_index.html_93287a6a7206.html	16848	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_fruit_loops_dangerous_ores_2018-08-21_index.html_76ef487a75a9.html	17085	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_grid_islands_2018-06-21_index.html_bb433edafc35.html	16915	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_hub_spiral_2018-08-28_index.html_c0d06180e370.html	16940	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_island_resort_2018-05-22_index.html_7988c57ccaeb.html	16930	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_line-and-trees_2018-04-17_index.html_1ed08b864047.html	16945	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_line_and_tree_2018-07-18_index.html_6c925c748ba2.html	16898	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_lines_and_squares_2018-06-10_index.html_919b504655e6.html	16982	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_no_roboports_2018-06-10_index.html_fc542470623b.html	16875	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_prehistoric_factorio_2018-06-17_index.html_a3fcaaa17128.html	17023	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_spiral_of_spiral_2018-06-14_index.html_63040577854e.html	16975	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_square_spiral_2018-05-02_index.html_f7673218c66c.html	16918	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_tiny_ores_2018-05-27_index.html_ece4f34558dd.html	16818	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_toxic_danger_ore_jungle_2018-07-11_index.html_d9dc9895e04f.html	17008	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_toxic_jungle_2018-06-28_index.html_bcfa6913c683.html	16875	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_triangle_of_death2_2018-06-03_index.html_7bd82b68e768.html	16965	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_triangle_of_death_2018-05-18_index.html_449d65e5671c.html	16938	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_voidgears_2018-05-05_index.html_d00fb39a9447.html	16858	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_world_2018-06-05_index.html_aee0325b443d.html	16770	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_5g88f_Needs-More-Train-Spagetti_2018-08-19_index.html_61ab2e960ac7.html	16983	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_7mzdk_600-spm-full-bot-base-no-train-no-belt_2018-10-22_index.html_06cb7a30482b.html	18199	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_j46cs_FirstMultiplayer_2018-09-13_index.html_d63fe385717e.html	17856	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_lwx1h_ScrapnelFactory_2018-10-25_index.html_1bdf5d079246.html	18249	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_nc717_Bodge_2018-10-24_index.html_4cae876e1e52.html	18905	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_nwc51_Slow-Progress_2018-07-25_index.html_5f556a482ce3.html	27977	17	0	True
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_qblod_5k-min-military-mall_2018-09-03_index.html_dd4ee02201b6.html	17543	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_vn76a_Misc-spaguetti-with-trains_2018-06-10_index.html_8c8f16a6f434.html	15898	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_xrcrq_started_in_0.13_1100_rockets_so_far_2018-10-03_index.html_02307123e025.html	18151	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_z90a3_SlowlyGettingThere_2018-08-16_index.html_c9eb4a7826f8.html	16911	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_schaev_10kspm-Cross_2018-08-13_index.html_8aa9aeed437b.html	16742	17	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_7rgh1_FirstModdedWorld_2018-09-23_index.html_493972adf9ee.html	18944	16	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/listing_belt-visualizer_1.html	97434	16	0	True
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/listing_belt-visualizer_2.html	97434	16	0	True
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/listing_belt-visualizer_3.html	97434	16	0	True
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_Geostyx_PointOneSix_2018-10-11_index.html_3455332b145c.html	19349	15	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_Geostyx_PrivateOneSix_2018-09-05_index.html_7facb73ae749.html	18600	15	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_84fy7_OctoberMap_2018-10-31_index.html_21e7119d02e3.html	19537	15	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_h5qtq_AJsSeablockModularTrainGrid_2018-10-25_index.html_9562a755b20c.html	19288	15	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_FactorioMMO_2018-Events_Clusterio60K_chernobyl_index.html_2a803d6995e1.html	15194	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_Geostyx_PrivateOneSix_2018-05-27_index.html_93ed478fa9b7.html	15056	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_PublicServers_REDMEW_The-World-Is-Not-Enough_2018-07-03_index.html_e0d9f14dc717.html	16764	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_1lx2h_BobsAngels_2018-08-12_index.html_94e14f22bfef.html	15489	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_2tgk8_BOB_2018-11-01_index.html_6c90294d4cfd.html	19311	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_3k31h_ChoumMaps_2018-10-07_index.html_83c8721ea78a.html	17586	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_4392d_seablock_2018-08-09_index.html_05ac98ad341b.html	15471	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_60xdf_First-Pasta_2018-10-31_index.html_fe81dcc22d31.html	18920	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_6cy6q_Growing_2018-10-27_index.html_3263adb57e1a.html	17625	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_6ykus_TG_2018-08-11_index.html_feb33fd94a0f.html	15457	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_bim6q_My-First-Megabase-WIP_2018-10-10_index.html_127eb0620b5e.html	18535	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_cacmi_sn209_2018-10-10_index.html_9ad494d1c471.html	18063	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_dup1i_roadto2kspm_2018-10-06_index.html_91a54c2d8619.html	18105	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_oppnu_NotTechnicallyMyFirstGame_2018-09-02_index.html_994e8d720002.html	17756	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_qsf24_firstLargeBase_2018-10-05_index.html_d12bcc3a0d0d.html	17771	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_anonymous_ykn6x_Nerdbox_2018-08-22_index.html_f4c915dcdf34.html	16544	14	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_user_Darkren_Multiplayer_2017-11-28_index.html_8ee79dd8d1fb.html	15513	14	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/listing_FilterHelper_1.html	107762	14	0	True
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/listing_FilterHelper_2.html	107762	14	0	True
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/listing_FilterHelper_3.html	107762	14	0	True
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/thread_80b569912dac3c43.html	17183	14	0	False
tmp-se-factoriomaps-20260824	.github/workflows/tmp-se-factoriomaps.yml	10246	14	0	False
tmp-se-factoriomaps-result-20260824	.github/workflows/tmp-se-factoriomaps.yml	10246	14	0	False
tmp-se-madtorio-result-20260824	tmp-se-madtorio/results.json	2709	12	0	True
tmp-se-headless-final-result-20260824	tmp-se-headless-final/header.json	1667	9	0	True
tmp-se-headless-final-result-20260824	tmp-se-headless-final/mod-downloads.json	5827	9	0	False
tmp-se-headless-mirror-result-20260824	tmp-se-headless-mirror/header.json	1898	9	0	True
tmp-se-speedrun-result-20260824	tmp-se-speedrun-search/variables.json	54841	9	0	False
tmp-se-archive-discovery-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-asterixyz-modportal-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-asterixyz-modportal-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-consolidate-history-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-current-headers-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-current-headers-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-current-server-result-20260825	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-exact-server-records-result-20260825	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-factoriomaps-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-factoriomaps-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-game-id-range-result-20260825	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-history-header-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-history-header-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-madtorio-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-madtorio-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-parser-fetch-20260825	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-parser-fetch-result-20260825	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-redmew-retry-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-redmew-retry-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-redmew-retry-result-20260824	tmp-se-redmew-retry/mod-list.json	2182	8	0	False
tmp-se-server-browser-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-server-browser-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-youtube-alt-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-youtube-alt-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-youtube-alt2-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-youtube-deep-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-yt-dlp-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-yt-dlp-result-20260824	.github/workflows/tmp-se-archive-discovery.yml	11835	8	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_beta_user_L0laapk3_megabase_index.html_0110a79bac27.html	29837	7	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_beta_user_RedMike_DC_RedMike-PT_index.html_bea575ac81b4.html	18531	7	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/search_e939d8c7f327.html	9428	6	0	False
tmp-se-current-headers-result-20260824	tmp-se-current-headers/results.json	3417	6	0	True
tmp-se-parser-fetch-result-20260825	tmp-se-parser-fetch/parser/package_source/desync.py	10079	6	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/errors.json	443	4	0	True
tmp-se-current-server-result-20260825	.github/workflows/tmp-se-parser-fetch-20260825.yml	6001	4	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/search_56c9fd3a6f84.html	9410	3	0	False
tmp-se-exact-server-records-result-20260825	.github/workflows/tmp-se-parser-fetch-20260825.yml	7271	3	0	False
tmp-se-game-id-range-result-20260825	.github/workflows/tmp-se-parser-fetch-20260825.yml	6428	3	0	False
tmp-se-parser-fetch-20260825	.github/workflows/tmp-se-parser-fetch-20260825.yml	6428	3	0	False
tmp-se-redmew-result-20260824	tmp-se-redmew/server.log	1292	3	0	False
tmp-se-server-browser-20260824	.github/workflows/tmp-se-server-browser.yml	7488	3	0	False
tmp-se-server-browser-result-20260824	.github/workflows/tmp-se-server-browser.yml	7488	3	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_beta_user_Xarovin_Osira_index.html_277b32cc456c.html	21602	2	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_beta_user_identifytarget_Freeplay27-ROCKET_index.html_0d92765b929a.html	4408	2	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/search_38a88525d0c9.html	91761	2	0	False
tmp-se-game-id-range-result-20260825	tmp-se-game-id-range/SUMMARY.txt	590	2	0	True
tmp-se-parser-fetch-result-20260825	tmp-se-parser-fetch/SpaceE-Stuck/summary.json	1331	2	0	True
tmp-se-parser-fetch-result-20260825	tmp-se-parser-fetch/SpaceE-Stuck/target-shapes.json	27828	2	0	False
tmp-se-redmew-rerun-result-20260824	tmp-se-redmew-rerun/unzip-test.txt	22810	2	0	False
tmp-se-redmew-result-20260824	tmp-se-redmew/chunks/README.txt	38	2	0	False
tmp-se-redmew-result-20260824	tmp-se-redmew/unzip-test.txt	22810	2	0	False
tmp-se-redmew-retry-result-20260824	tmp-se-redmew-retry/chunks/README.txt	38	2	0	False
tmp-se-redmew-retry-result-20260824	tmp-se-redmew-retry/unzip-test.txt	22810	2	0	False
tmp-se-repo-scan-result-20260824	tmp-se-repo-scan/console.txt	166	2	0	True
tmp-se-repo-scan-result-20260824	tmp-se-repo-scan/summary.json	165	2	0	True
tmp-se-repo-scan-result-20260824	tmp-se-repo-scan/summary.txt	132	2	0	True
tmp-se-youtube-alt2-20260824	.github/workflows/tmp-se-youtube-alt2.yml	3063	2	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_browse.html_140ce62d0389.html	163195	1	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factoriomaps.com_submit_ca64ec24630b.html	848514	1	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/sites/factoriomaps.com_browse.html_140ce62d0389/rendered.html	162130	1	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/sites/factoriomaps.com_browse.html_140ce62d0389/storage-and-text.json	10366	1	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/search_246bc1589bb3.html	91513	1	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/search_a264b76563c7.html	91623	1	0	False
tmp-se-asterixyz-modportal-result-20260824	tmp-se-asterixyz-modportal/raw/search_ed26476b11d7.html	91410	1	0	False
tmp-se-candidate-header-result-20260824	tmp-se-candidate-header/console.txt	701	1	0	True
tmp-se-candidate-header-result-20260824	tmp-se-candidate-header/summary.txt	700	1	0	True
tmp-se-current-server-result-20260825	tmp-se-current-server-scan/searches.json	6952	1	0	False
tmp-se-exact-server-records-result-20260825	tmp-se-exact-server-records/SUMMARY.txt	4097	1	0	True
tmp-se-history-header-result-20260824	tmp-se-history-header/SUMMARY.txt	87	1	0	True
tmp-se-history-header-result-20260824	tmp-se-history-header/console.txt	837	1	0	True
tmp-se-history-header-result-20260824	tmp-se-history-header/summary.json	119	1	0	True
tmp-se-parser-fetch-result-20260825	tmp-se-parser-fetch/parser/package_source/__main__.py	6676	1	0	False
tmp-se-redmew-rerun-result-20260824	tmp-se-redmew-rerun/save-sha256.txt	85	1	0	False
tmp-se-redmew-result-20260824	tmp-se-redmew/file-list.txt	28433	1	0	False
tmp-se-redmew-result-20260824	tmp-se-redmew/save-sha256.txt	85	1	0	False
tmp-se-redmew-retry-result-20260824	tmp-se-redmew-retry/file-list.txt	28433	1	0	False
tmp-se-redmew-retry-result-20260824	tmp-se-redmew-retry/save-sha256.txt	85	1	0	False
tmp-se-server-browser-result-20260824	tmp-se-server-browser/root.html	276094	1	0	False
tmp-se-speedrun-result-20260824	tmp-se-speedrun-search/console.txt	231	1	0	True
tmp-se-speedrun-result-20260824	tmp-se-speedrun-search/summary.json	230	1	0	True
tmp-se-speedrun-result-20260824	tmp-se-speedrun-search/summary.txt	177	1	0	True
tmp-se-archive-discovery-result-20260824	.claude/settings.json	79	0	0	False
tmp-se-archive-discovery-result-20260824	.github/workflows/claude-code-review.yml	1433	0	0	False
tmp-se-archive-discovery-result-20260824	.github/workflows/claude.yml	1886	0	0	False
tmp-se-archive-discovery-result-20260824	.github/workflows/fetch-recipes.yml	1324	0	0	False
tmp-se-archive-discovery-result-20260824	.vscode/extensions.json	39	0	0	False
tmp-se-archive-discovery-result-20260824	CLAUDE.md	9657	0	0	False
tmp-se-archive-discovery-result-20260824	README.md	442	0	0	False
tmp-se-archive-discovery-result-20260824	index.html	364	0	0	False
tmp-se-archive-discovery-result-20260824	package-lock.json	68351	0	0	False
tmp-se-archive-discovery-result-20260824	package.json	675	0	0	False
tmp-se-archive-discovery-result-20260824	src/game/recipes.generated.json	3680	0	0	False
tmp-se-archive-discovery-result-20260824	src/videos/belt_mechanics.txt	12303	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/assets/blog.factoriomaps.com_about_021d0cc7725c.html	8259	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/assets/factorio-maps.rmdir.app_manifest.json_0c23b3598400.json	492	0	0	True
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/assets/factoriomaps.com_browse.html_140ce62d0389.html	5004	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/assets/factoriomaps.com_submit_ca64ec24630b.html	8953	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_about_12151be220ba.html	2336	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_2024-England_1701d3b88e1b.html	3515	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_2024-England_mapshot_dd65830d_5654bc3b3de4.html	3515	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_2024-Space_518c8665c314.html	3511	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_2024-Space_mapshot_01676b0f_30b5d5794281.html	3511	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_AlexRobertV2_9f81335edae1.html	3515	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_AlexRobertV2_mapshot_ce90d5a2_d415da99e20a.html	3515	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-assembly-empire.rmdir_6ec6051066b4.html	3557	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-assembly-empire.rmdir_mapshot_034327a1_d01a78c555fb.html	3557	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-automation-nation.rmdir_1eb6258fbf93.html	3561	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-automation-nation.rmdir_mapshot_3ebcbd58_5775023281cd.html	3561	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-belt-bonanza.rmdir_037ea169b306.html	3551	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-belt-bonanza.rmdir_mapshot_23a51ffc_e2ffde12d8ed.html	3551	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-circuit-city.rmdir_afa96de236a6.html	3551	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-circuit-city.rmdir_mapshot_7299978e_a5e85cdfdaac.html	3551	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-conveyor-carnival.rmdir_23a140321a5b.html	3561	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-conveyor-carnival.rmdir_mapshot_4d866047_a3b88cba9860.html	3561	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-factory-frenzy.rmdir_8e33f9550e1d.html	3555	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-factory-frenzy.rmdir_mapshot_b7296f32_b0f78d48b4ca.html	3555	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-mining-mania.rmdir_0ed9586b3828.html	3551	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-mining-mania.rmdir_mapshot_e255bd6b_20ffa60b739a.html	3551	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-pipeline-paradise.rmdir_83ee67de8fff.html	3561	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-pipeline-paradise.rmdir_mapshot_4d866047_890439627c1a.html	3561	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-resource-rumble.rmdir_8ad545e03ea0.html	3557	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-resource-rumble.rmdir_mapshot_8c981cf7_f6527b738620.html	3557	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-robot-revolution.rmdir_39bdf33c5291.html	3559	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-robot-revolution.rmdir_mapshot_a4f86061_1d047002799c.html	3559	0	0	False
tmp-se-archive-discovery-result-20260824	tmp-se-archive-discovery/responses/factorio-maps.rmdir.app_app_save_factorio-ns-supply-chain-saga.rmdir_5aaf9be56082.html	3561	0	0	False
